id,sentence,labels
20282-2,RESULTS: Long-term monitoring of resistance to imidacloprid and acetamiprid in R. padi and S. miscanthi was carried out between 2007 and 2019.,"[[47, 59, 'imidacloprid', 'Pesticides'], [64, 75, 'acetamiprid', 'Pesticides'], [79, 86, 'R. padi', 'Species'], [91, 103, 'S. miscanthi', 'Species'], [128, 132, '2007', 'Year'], [137, 141, '2019', 'Year']]"
20282-3,"For this study, 344 specimens of the two wheat aphids were collected from field populations found in the main wheat production areas in China, from 2007 to 2019.","[[136, 141, 'China', 'Location'], [148, 160, '2007 to 2019', 'Year']]"
20282-5,CONCLUSION: Our results demonstrated that both R. padi and S. miscanthi tended to have higher resistance to imidacloprid compared with acetamiprid.,"[[47, 54, 'R. padi', 'Species'], [59, 71, 'S. miscanthi', 'Species'], [108, 120, 'imidacloprid', 'Pesticides'], [135, 146, 'acetamiprid', 'Pesticides']]"
20285-0,"Spodoptera litura is a serious polyphagous pest in the whole world, which has developed resistance to most conventional insecticides and even some Bacillus thuringiensis (Bt) toxins.","[[0, 17, 'Spodoptera litura', 'Species'], [147, 174, 'Bacillus thuringiensis (Bt)', 'Pesticides']]"
20285-1,Cry1Ca has excellent insecticide activity against S. litura with potential application to control S. litura and delay the development of insect resistance.,"[[0, 6, 'Cry1Ca', 'Pesticides'], [50, 59, 'S. litura', 'Species'], [98, 107, 'S. litura', 'Species']]"
20285-2,"However, the mode of action of Cry1Ca in S. litura is poorly understood.","[[31, 37, 'Cry1Ca', 'Pesticides'], [41, 50, 'S. litura', 'Species']]"
20285-3,"Here, Cry1Ca-binding proteins were identified from S. litura by using pull down assays and liquid chromatography-tandem mass spectrometry (LC-MS/MS).","[[6, 12, 'Cry1Ca', 'Pesticides'], [51, 60, 'S. litura', 'Species']]"
20285-4,"The results indicated that aminopeptidase-N (APN), ATP binding cassette subfamily C member 2 (ABCC2), polycalin, actin and V-type proton ATPase subunit A may bind with Cry1Ca.","[[27, 49, 'aminopeptidase-N (APN)', 'Gene'], [51, 100, 'ATP binding cassette subfamily C member 2 (ABCC2)', 'Gene'], [102, 111, 'polycalin', 'Gene'], [113, 118, 'actin', 'Gene'], [123, 153, 'V-type proton ATPase subunit A', 'Gene'], [168, 174, 'Cry1Ca', 'Pesticides']]"
20285-5,Further study confirmed that ABCC2 fragment expressed in vitro can bind to Cry1Ca as demonstrated by Ligand blot and homologous competition experiments.,"[[29, 34, 'ABCC2', 'Gene'], [75, 81, 'Cry1Ca', 'Pesticides']]"
20285-6,The over-expression of endogenous SlABCC2 in Sf9 cells increased Cry1Ca cytotoxicity.,"[[4, 19, 'over-expression', 'Research_level'], [34, 41, 'SlABCC2', 'Gene'], [65, 71, 'Cry1Ca', 'Pesticides']]"
20285-8,"Altogether, these results show that ABCC2 of S. litura is a functional receptor that is involved in the action mode of Cry1Ca.","[[36, 41, 'ABCC2', 'Gene'], [45, 54, 'S. litura', 'Species'], [119, 125, 'Cry1Ca', 'Pesticides']]"
20290-0,BACKGROUND: Pyrethroids are the most widely used insecticides for the control of malaria transmitting Anopheles gambiae mosquitoes and rapid increase in resistance to this insecticide class is of major concern.,"[[12, 23, 'Pyrethroids', 'Pesticides'], [102, 119, 'Anopheles gambiae', 'Species']]"
20290-8,CONCLUSION: The V402L substitution confers pyrethroid resistance in An. gambiae in the absence of any other VGSC substitution and/or alternative resistance mechanisms.,"[[43, 53, 'pyrethroid', 'Pesticides'], [68, 79, 'An. gambiae', 'Species'], [108, 112, 'VGSC', 'Gene']]"
20299-0,BACKGROUND: Myzus persicae has evolved resistance to various insecticides in Greece.,"[[12, 26, 'Myzus persicae', 'Species'], [77, 83, 'Greece', 'Location']]"
20299-1,Here we examine the effectiveness of the insecticide flupyradifurone against aphid clones collected from tobacco and peach in Greece during 2017-2020.,"[[53, 68, 'flupyradifurone', 'Pesticides'], [126, 132, 'Greece', 'Location'], [140, 149, '2017-2020', 'Year']]"
20299-2,"Furthermore, we monitored the frequency of the neonicotinoid resistance mutation R81T in the sampled clones, and the association between the responses to flupyradifurone and acetamiprid.","[[47, 60, 'neonicotinoid', 'Pesticides'], [154, 169, 'flupyradifurone', 'Pesticides'], [174, 185, 'acetamiprid', 'Pesticides']]"
20299-4,"Resistance was higher in clones from peach than from tobacco with 42.308% and 17.647% of clones (respectively) failing into the high RF category (median RF values 67.5 and 36.4 for clones from peach and tobacco, respectively).","[[153, 167, 'RF values 67.5', 'Resistance_factor_value'], [172, 176, '36.4', 'Resistance_factor_value']]"
20299-5,"Acetamiprid resistance was detected in clones collected in 2019-2020, in line with our previous study in Greece.","[[0, 11, 'Acetamiprid', 'Pesticides'], [59, 68, '2019-2020', 'Year'], [105, 111, 'Greece', 'Location']]"
20299-7,"A significant but moderate association between flupyradifurone and acetamiprid responses was detected (r = 0.513, P < 0.001).","[[47, 62, 'flupyradifurone', 'Pesticides'], [67, 78, 'acetamiprid', 'Pesticides']]"
20299-8,"The R81T mutation was detected in aphids from peach (5.6% and 32.6% as homozygotes and heterozygotes, respectively) and in one aphid specimen (heterozygote) from tobacco.",[]
20299-10,CONCLUSIONS: The use of flupyradifurone and acetamiprid in IPM/IRM should be based on further ongoing susceptibility monitoring.,"[[24, 39, 'flupyradifurone', 'Pesticides'], [44, 55, 'acetamiprid', 'Pesticides']]"
20322-0,"In the Americas, transgenic crops producing insecticidal proteins from Bacillus thuringiensis Berliner (Bt, Bacillales: Bacillaceae) have been used widely to manage fall armyworm (FAW, Spodoptera frugiperda [J.E.","[[7, 15, 'Americas', 'Location'], [71, 132, 'Bacillus thuringiensis Berliner (Bt, Bacillales: Bacillaceae)', 'Pesticides'], [185, 206, 'Spodoptera frugiperda', 'Species']]"
20322-2,As resistance to Cry1 single-gene Bt maize (Zea mays L.),"[[17, 21, 'Cry1', 'Pesticides'], [34, 36, 'Bt', 'Pesticides'], [44, 52, 'Zea mays', 'Species']]"
20322-4,"We examined field-evolved resistance to single- and dual-protein Bt maize hybrids in 2 locations in southeastern Brazil, where plant damage by FAW larvae far exceeded the economic threshold in 2017.","[[65, 67, 'Bt', 'Gene'], [100, 119, 'southeastern Brazil', 'Location'], [193, 197, '2017', 'Year']]"
20322-5,We collected late-instar larvae in Cry1A.105 + Cry2Ab and Cry1F maize fields and established 2 FAW populations in the laboratory.,"[[35, 53, 'Cry1A.105\u2005+\u2005Cry2Ab', 'Pesticides'], [58, 63, 'Cry1F', 'Pesticides']]"
20322-6,The F1 offspring reared on the foliage of Bt and non-Bt maize plants (Cry1A.105 + Cry2Ab and Cry1F) showed neonate-to-adult survival rates as high as 70% for both populations.,"[[42, 44, 'Bt', 'Pesticides'], [53, 55, 'Bt', 'Pesticides'], [70, 88, 'Cry1A.105\u2005+\u2005Cry2Ab', 'Pesticides'], [93, 98, 'Cry1F', 'Pesticides']]"
20322-7,"There was no significant difference in the life-table parameters of armyworms reared on non-Bt and Bt maize foliage, indicating complete resistance to Cry1A.105 + Cry2Ab maize.","[[92, 94, 'Bt', 'Pesticides'], [99, 101, 'Bt', 'Pesticides'], [151, 169, 'Cry1A.105\u2005+\u2005Cry2Ab', 'Pesticides']]"
20322-8,Larval survival rates of reciprocal crosses of a susceptible laboratory strain and the field-collected populations indicated nonrecessive resistance to Cry1F and a recessive resistance to Cry1A.105 + Cry2Ab maize.,"[[152, 157, 'Cry1F', 'Pesticides'], [188, 206, 'Cry1A.105\u2005+\u2005Cry2Ab', 'Pesticides']]"
20353-2,"Unlike mammals, which have ACC1 and ACC2 in different tissues, insects possess a single ACC gene, underscoring its unique role in their metabolism.","[[27, 31, 'ACC1', 'Gene'], [36, 40, 'ACC2', 'Gene'], [88, 96, 'ACC gene', 'Gene']]"
20353-3,"Noctuid moths, such as Trichoplusia ni, are major agricultural pests causing significant crop damage and economic loss.","[[23, 38, 'Trichoplusia ni', 'Species']]"
20353-6,"Here, we present a 3.12 Å cryo-EM structure of the carboxyltransferase (CT) domain of T. ni ACC, offering the first detailed structural insights into insect ACCs.","[[47, 75, 'the carboxyltransferase (CT)', 'Gene'], [86, 91, 'T.\xa0ni', 'Species'], [92, 95, 'ACC', 'Gene'], [157, 161, 'ACCs', 'Gene']]"
20353-8,"Notably, unique interactions between the CT and the central domain in T. ni ACC provide new directions for studying the ACC holoenzyme.","[[70, 75, 'T.\xa0ni', 'Species'], [76, 79, 'ACC', 'Pesticides'], [120, 134, 'ACC holoenzyme', 'Gene']]"
20380-3,"World Health Organization (WHO)-impregnated papers with the discriminating concentration (DC) of permethrin, 5X, 10X and pirimiphos methyl were used for the toxicological bioassays.","[[97, 107, 'permethrin', 'Pesticides']]"
20380-5,"RESULTS: All investigated A. aegypti populations were highly resistant to permethrin, as the mortality percentage with the permethrin 10×DC remained below 98%.","[[26, 36, 'A.\xa0aegypti', 'Species'], [74, 84, 'permethrin', 'Pesticides'], [123, 133, 'permethrin', 'Pesticides']]"
20380-6,"However, all populations were 100% susceptible to pirimiphos-methyl.","[[50, 67, 'pirimiphos-methyl', 'Pesticides']]"
20380-7,Kdr genotyping demonstrated the presence of the V410L mutation for the first time in Argentina in all the populations studied.,"[[85, 94, 'Argentina', 'Location']]"
20380-9,"CONCLUSIONS: This study demonstrates for the first time the presence and intensity of resistance to permethrin in different populations from Argentina, and correlates the observed phenotype with the presence of kdr mutations (genotype).","[[100, 110, 'permethrin', 'Pesticides'], [141, 150, 'Argentina', 'Location'], [211, 214, 'kdr', 'Resistance_mechanism']]"
20399-1,"The global pest whitefly Bemisia tabaci has developed resistance to many members of neonicotinoids, but little is known about whitefly resistance to neonicotinoid nitenpyram and its associated fitness cost.","[[25, 39, 'Bemisia tabaci', 'Species'], [84, 98, 'neonicotinoids', 'Pesticides'], [149, 173, 'neonicotinoid nitenpyram', 'Pesticides']]"
20399-2,"Using insecticide bioassay and life-table approach, this study aims to investigate nitenpyram resistance status in field-collected whitefly populations, and to explore whether such resistance is accompanied by a fitness cost.","[[83, 93, 'nitenpyram', 'Pesticides']]"
20399-3,"RESULTS: The bioassay results revealed that 14 of 29 whitefly populations displayed moderate to extremely high resistance to nitenpyram, demonstrating a widespread field-evolved resistance to nitenpyram.","[[125, 135, 'nitenpyram', 'Pesticides'], [192, 202, 'nitenpyram', 'Pesticides']]"
20399-4,This field-evolved resistance in the whitefly has increased gradually over the past 3 years from 2021 to 2023.,"[[97, 101, '2021', 'Year'], [105, 109, '2023', 'Year']]"
20399-6,"The relative fitness cost of the two resistant populations was calculated as 0.69 and 0.56 by using net productive rate R(0), which suggests that nitenpyram resistance comes with fitness cost in the whitefly, especially on reproduction.","[[146, 156, 'nitenpyram', 'Pesticides']]"
20399-7,"CONCLUSION: Overall, these results represent field-evolved high resistance to nitenpyram in the whitefly.","[[78, 88, 'nitenpyram', 'Pesticides']]"
20421-0,The Aedes aegypti cadherin-like protein (Aae-Cad) and the membrane-bound alkaline phosphatase (Aae-mALP) are membrane proteins identified as putative receptors for the larvicidal Cry toxins produced by Bacillus thuringiensis subsp. israelensis bacteria.,"[[4, 17, 'Aedes aegypti', 'Species'], [18, 49, 'cadherin-like protein (Aae-Cad)', 'Gene'], [54, 104, 'the membrane-bound alkaline phosphatase (Aae-mALP)', 'Gene'], [202, 224, 'Bacillus thuringiensis', 'Pesticides']]"
20421-3,"In this study, we used CRISPR-Cas9 to generate knockout (KO) mutations of Aae-Cad and Aae-mALP.","[[23, 34, 'CRISPR-Cas9', 'Research_level'], [74, 81, 'Aae-Cad', 'Gene'], [86, 94, 'Aae-mALP', 'Gene']]"
20421-5,The female-linked genotype was due to the proximity of aae-cad gene to the sex-determining loci (M:m).,"[[55, 62, 'aae-cad', 'Gene']]"
20421-6,"Both A. aegypti KO mutant populations were viable and their insect-development was not affected, although a tendency on lower egg hatching rate was observed.","[[5, 15, 'A. aegypti', 'Species']]"
20421-8,"These findings suggest that besides the potential participation of Aae-Cad and Aae-mALP as Cry toxin receptors in A. aegypti, additional midgut membrane proteins are involved in the mode of action of these insecticidal toxins.","[[67, 74, 'Aae-Cad', 'Gene'], [79, 87, 'Aae-mALP', 'Gene'], [91, 94, 'Cry', 'Pesticides'], [114, 124, 'A. aegypti', 'Species']]"
20428-0,BACKGROUND: The first dengue outbreak in Sao Tome and Principe was reported in 2022.,"[[41, 49, 'Sao Tome', 'Location'], [54, 62, 'Principe', 'Location'], [79, 83, '2022', 'Year']]"
20428-3,"WHO tube and synergist assays using piperonyl butoxide (PBO) and diethyl maleate (DEM) were carried out, together with genotyping of F1534C/V1016I/V410L mutations in Ae. aegypti.","[[36, 60, 'piperonyl butoxide (PBO)', 'Pesticides'], [65, 86, 'diethyl maleate (DEM)', 'Pesticides'], [166, 177, 'Ae. aegypti', 'Species']]"
20428-4,"Aedes aegypti and Ae. albopictus were found in all seven health districts of the country with high abundance of Ae. aegypti in the most urbanised district, Agua Grande.","[[0, 13, 'Aedes aegypti', 'Species'], [18, 32, 'Ae. albopictus', 'Species'], [112, 123, 'Ae. aegypti', 'Species'], [156, 167, 'Agua Grande', 'Location']]"
20428-7,"The Ae. aegypti sampled were susceptible to all insecticides tested except dichlorodiphenyltrichloroethane (DDT) (9.2% mortality, resistant), bendiocarb (61.4% mortality, resistant) and alpha-cypermethrin (97% mortality, probable resistant).","[[4, 15, 'Ae. aegypti', 'Species'], [75, 112, 'dichlorodiphenyltrichloroethane (DDT)', 'Pesticides'], [142, 152, 'bendiocarb', 'Pesticides'], [186, 204, 'alpha-cypermethrin', 'Pesticides']]"
20428-8,A full recovery was observed in Ae. aegypti resistant to bendiocarb after pre-exposure to synergist PBO.,"[[32, 43, 'Ae. aegypti', 'Species'], [57, 67, 'bendiocarb', 'Pesticides'], [100, 103, 'PBO', 'Pesticides']]"
20428-9,Only one Ae. aegypti specimen was found carrying F1534C mutation.,"[[9, 20, 'Ae. aegypti', 'Species']]"
20428-11,"Most of the insecticides tested remain effective to control Aedes vectors in Sao Tome, except DDT and bendiocarb.","[[77, 85, 'Sao Tome', 'Location'], [94, 97, 'DDT', 'Pesticides'], [102, 112, 'bendiocarb', 'Pesticides']]"
20434-0,BACKGROUND: A simple treated fabric device for passively emanating the volatile pyrethroid transfluthrin was recently developed in Tanzania that protected against nocturnal Anopheles and Culex mosquitoes for several months.,"[[91, 104, 'transfluthrin', 'Pesticides'], [131, 139, 'Tanzania', 'Location']]"
20434-1,"Here these transfluthrin emanators were assessed in Port-au-Prince, Haiti against outdoor-biting Aedes.","[[11, 24, 'transfluthrin', 'Pesticides'], [52, 66, 'Port-au-Prince', 'Location']]"
20434-2,METHODS: Transfluthrin emanators were distributed to participating households in poor-to-middle class urban neighbourhoods and evaluated once every two months in terms of their effects on human landing rates of wild Aedes populations.,"[[9, 22, 'Transfluthrin', 'Pesticides']]"
20434-4,"Laboratory experiments assessed resistance of local Aedes aegypti to transfluthrin and deltamethrin, and the irritancy and repellency of the transfluthrin-treated fabric used in the field.","[[52, 65, 'Aedes aegypti', 'Species'], [69, 82, 'transfluthrin', 'Pesticides'], [87, 99, 'deltamethrin', 'Pesticides'], [141, 154, 'transfluthrin', 'Pesticides']]"
20434-5,"RESULTS: Across all three entomological field assessments, little evidence of protection against wild Ae. aegypti was observed, regardless of weather conditions, transfluthrin formulation or emanator placement: A generalized linear mixed model fitted to the pooled data from all three assessment rounds (921 females caught over 5129 hours) estimated a relative landing rate [95% Confidence interval] of 0.87 [0.73, 1.04] for users of treated versus untreated emanators (P = 0.1241).","[[102, 113, 'Ae. aegypti', 'Species'], [162, 175, 'transfluthrin', 'Pesticides'], [211, 224, 'A generalized', 'Species'], [403, 407, '0.87', 'Resistance_factor_value']]"
20434-6,Wild Ae. aegypti in this setting were clearly resistant to transfluthrin when compared to a fully susceptible colony.,"[[5, 16, 'Ae. aegypti', 'Species'], [59, 72, 'transfluthrin', 'Pesticides']]"
20434-7,"CONCLUSIONS: Transfluthrin emanators had little if any apparent effect upon Aedes landing rates by wild Ae. aegypti in urban Haiti, and similar results have been obtained by comparable studies in Tanzania, Brazil and Peru.","[[13, 26, 'Transfluthrin', 'Pesticides'], [104, 115, 'Ae. aegypti', 'Species'], [119, 130, 'urban Haiti', 'Location'], [196, 204, 'Tanzania', 'Location'], [206, 212, 'Brazil', 'Location'], [217, 221, 'Peru', 'Location']]"
20434-10,"It is encouraging, however, that similar contrasts between the entomological and epidemiological results of a recent large-scale assessment of another transfluthrin emanator product in Peru, which indicate they provide useful protection against Aedes-borne arboviral infections, despite apparently providing only modest protection against Aedes mosquito bites.","[[151, 164, 'transfluthrin', 'Pesticides'], [185, 189, 'Peru', 'Location']]"
20448-2,"Since insecticide resistance has been recorded for most of the existing insecticides used for indoor residual spraying, namely, DDT, pyrethroids, organophosphates and carbamates, and new chemicals are necessary for the continued success of indoor residual spraying.","[[128, 131, 'DDT', 'Pesticides'], [133, 144, 'pyrethroids', 'Pesticides'], [146, 162, 'organophosphates', 'Pesticides'], [167, 177, 'carbamates', 'Pesticides']]"
20448-4,"METHODS: One hundred and sixty-eight houses with different wall surface types (mud, cement, painted cement, and tin) which represented the rural house wall surface types in KwaZulu-Natal, South Africa were used to evaluate the residual efficacy of Actellic 300CS, SumiShield 50WG and Fludora®Fusion with DDT as the positive control.","[[173, 200, 'KwaZulu-Natal, South Africa', 'Location'], [248, 262, 'Actellic 300CS', 'Pesticides'], [264, 279, 'SumiShield 50WG', 'Pesticides'], [304, 307, 'DDT', 'Pesticides']]"
20448-6,"Efficacy of these insecticides were evaluated by contact bioassays against Anopheles arabiensis, a vector species.","[[75, 95, 'Anopheles arabiensis', 'Species']]"
20448-7,The residual efficacy of the insecticide formulations was evaluated against a susceptible insectary-reared population of An. arabiensis using WHO cone bioassays.,"[[121, 135, 'An. arabiensis', 'Species']]"
20448-9,"When assessing the achievement of 100% mortality over time, SumiShield performed significantly better than DDT on mud (OR 2.28, 95% CI 1.72-3.04) and painted cement wall types (OR 3.52, 95% CI 2.36-5.26).","[[60, 70, 'SumiShield', 'Pesticides'], [107, 110, 'DDT', 'Pesticides'], [122, 126, '2.28', 'Resistance_factor_value'], [135, 144, '1.72-3.04', 'Resistance_factor_value'], [180, 184, '3.52', 'Resistance_factor_value'], [193, 202, '2.36-5.26', 'Resistance_factor_value']]"
20448-11,"When compared to the combined efficacy of DDT on mud surfaces, SumiShield applied to each of the mud, cement and painted cement wall types and DDT applied to the cement wall types was found to be significantly more effective.","[[42, 45, 'DDT', 'Pesticides'], [143, 146, 'DDT', 'Pesticides']]"
20448-13,"CONCLUSION: Field evaluation of these insecticides have shown that Actellic, SumiShield and Fludora®Fusion are suitable replacements for DDT.","[[137, 140, 'DDT', 'Pesticides']]"
20450-0,"BACKGROUND: Anopheles coluzzii is a primary vector of malaria found in West and Central Africa, but its presence has hitherto never been documented in Kenya.","[[12, 30, 'Anopheles coluzzii', 'Species'], [71, 94, 'West and Central Africa', 'Location'], [151, 156, 'Kenya', 'Location']]"
20450-3,The current study sought to determine the taxonomic status of samples collected from five different malaria epidemiological zones in Kenya as well as describe the population genetic structure and insecticide resistance profiles in relation to other An. coluzzii populations.,"[[133, 138, 'Kenya', 'Location'], [249, 261, 'An. coluzzii', 'Species']]"
20450-6,Comparisons were made with An. coluzzii cohorts from West and Central Africa.,"[[27, 39, 'An. coluzzii', 'Species'], [53, 76, 'West and Central Africa', 'Location']]"
20450-7,RESULTS: This study reports the detection of An. coluzzii for the first time in Kenya.,"[[45, 57, 'An. coluzzii', 'Species'], [80, 85, 'Kenya', 'Location']]"
20450-9,"Additionally, there was a lack of strong population genetic differentiation between An. coluzzii from Kenya and those from the more northerly regions of West and Central Africa, suggesting they represent a connected extension to the known species range.","[[84, 96, 'An. coluzzii', 'Species'], [102, 107, 'Kenya', 'Location'], [153, 176, 'West and Central Africa', 'Location']]"
20450-10,Mutations associated with target-site resistance to DDT and pyrethroids and metabolic resistance to DDT were found at high frequencies up to 64%.,"[[52, 55, 'DDT', 'Pesticides'], [60, 71, 'pyrethroids', 'Pesticides'], [100, 103, 'DDT', 'Pesticides']]"
20450-11,The profile and frequencies of the variants observed were similar to An. coluzzii from West and Central Africa but the ace-1 mutation linked to organophosphate and carbamate resistance present in An. coluzzii from coastal West Africa was absent in Kenya.,"[[69, 81, 'An. coluzzii', 'Species'], [87, 110, 'West and Central Africa', 'Location'], [119, 124, 'ace-1', 'Gene'], [144, 159, 'organophosphate', 'Pesticides'], [164, 173, 'carbamate', 'Pesticides'], [196, 208, 'An. coluzzii', 'Species'], [222, 233, 'West Africa', 'Location'], [248, 253, 'Kenya', 'Location']]"
20454-2,"In this study, we analyzed individual head lice toxicologically via the description of their susceptibility profile to permethrin and genetically through the genotypification of their kdr alleles as well as nuclear microsatellite loci.","[[119, 129, 'permethrin', 'Pesticides']]"
20454-3,"Lice were collected from 4 schools in the city of Buenos Aires, Argentina.","[[50, 62, 'Buenos Aires', 'Location'], [64, 73, 'Argentina', 'Location']]"
20454-7,"Our study suggests that school louse populations in the city of Buenos Aires may form a metapopulation, where each school represents a small population that undergoes extinction and recolonization processes under strong permethrin selection.","[[64, 76, 'Buenos Aires', 'Location'], [220, 230, 'permethrin', 'Pesticides']]"
20495-0,"A controlled release system that enables the sunlight-triggered release of a model agrochemical, abamectin (abm), is presented.","[[97, 112, 'abamectin (abm)', 'Pesticides']]"
20495-4,"Aqueous dispersions of the LA/abm@HNT-PDA nanohybrids were studied in terms of their potential as aqueous sprayable pesticide nanoformulations and presented over 30% suspensibility, 36 mg/cm(2) foliar retention, strong rainwater resistance, and a 50% mortality rate for M. persicae at a concentration of 9 mg/mL.","[[270, 281, 'M. persicae', 'Species']]"
20499-0,"BACKGROUND: Indoor residual spraying (IRS) was first implemented in the Atacora department, Benin from 2011 to 2012 using bendiocarb (carbamate) followed by annual spraying with pirimiphos-methyl (organophosphate) from 2013 to 2018.","[[72, 97, 'Atacora department, Benin', 'Location'], [103, 115, '2011 to 2012', 'Year'], [122, 144, 'bendiocarb (carbamate)', 'Pesticides'], [178, 213, 'pirimiphos-methyl (organophosphate)', 'Pesticides'], [219, 231, '2013 to 2018', 'Year']]"
20499-2,"This study investigated the knockdown resistance (kdr) gene (L1014F) and the acetylcholinesterase (ace-1) gene (G119S), before and during IRS implementation, and 4-years after IRS withdrawal from Atacora.","[[28, 54, 'knockdown resistance (kdr)', 'Resistance_mechanism'], [77, 105, 'acetylcholinesterase (ace-1)', 'Gene'], [196, 203, 'Atacora', 'Location']]"
20499-3,This was done to assess how changes in insecticide pressure from indoor residual spraying may have altered the genotypic resistance profile of Anopheles gambiae s.l. METHOD: Identification of sibling species of An. gambiae s.l. and detection of the L1014F mutation in the kdr gene and G119S mutation in ace-1 genes was done using molecular analysis.,"[[143, 160, 'Anopheles gambiae', 'Species'], [211, 222, 'An. gambiae', 'Species'], [272, 275, 'kdr', 'Resistance_mechanism'], [303, 308, 'ace-1', 'Gene']]"
20499-6,"RESULTS: Prevalence of the L1014F mutation in all geographic An. gambiae s.l. (An. gambiae s.s., Anopheles.","[[61, 77, 'An. gambiae s.l.', 'Species'], [79, 90, 'An. gambiae', 'Species']]"
20499-8,"arabiensis, and hybrids of ""An. gambiae s.s.","[[28, 39, 'An. gambiae', 'Species']]"
20499-12,"Four years after IRS withdrawal, the populations showed excess heterozygosity at the ace-1 gene and deficit heterozygosity at the kdr gene, whereas both genes had excess heterozygosity before and during IRS (F(IS) < 0).","[[85, 90, 'ace-1', 'Gene'], [130, 133, 'kdr', 'Resistance_mechanism']]"
20499-14,CONCLUSIONS: This study shows that the withdrawal of IRS with bendiocarb and pirimiphos-methyl may have slowed down the selection of individual mosquitoes with ace-1 resistance alleles in contrast to populations of An. gambiae s.l. with the L1014F resistance allele of the kdr gene.,"[[62, 72, 'bendiocarb', 'Pesticides'], [77, 94, 'pirimiphos-methyl', 'Pesticides'], [160, 165, 'ace-1', 'Gene'], [215, 231, 'An. gambiae s.l.', 'Species'], [241, 247, 'L1014F', 'Gene'], [273, 276, 'kdr', 'Resistance_mechanism']]"
20499-15,This may suggest that withdrawing the use of carbamates or organophosphates from IRS or rotating alternative insecticides with different modes of action may slow the development of ace-1 insecticide-resistance mutations.,"[[45, 55, 'carbamates', 'Pesticides'], [59, 75, 'organophosphates', 'Pesticides'], [181, 186, 'ace-1', 'Gene']]"
20503-0,The tick Rhipicephalus microplus is a parasite of great importance in cattle breeding.,"[[9, 32, 'Rhipicephalus microplus', 'Species']]"
20503-7,"To evaluate the formulations on larvae, the immersion test was performed by dividing into six groups according to the concentration of terpenes: 5.0, 2.5, 1.25, 0.625, 0.313, 0.156 mg/mL and the control groups: 1% ethanol solution; 10% ethanol solution; Film 1; and Film 2.","[[214, 221, 'ethanol', 'Pesticides'], [236, 243, 'ethanol', 'Pesticides']]"
20503-15,The tick control activity of the biopolymer formulations with thymol and carvacrol was demonstrated through the high mortality rates of larvae and engorged females of the tick R. microplus.,"[[62, 68, 'thymol', 'Pesticides'], [73, 82, 'carvacrol', 'Pesticides'], [176, 188, 'R. microplus', 'Species']]"
20515-0,"BACKGROUND: The house fly, Musca domestica, is a significant carrier of diseases that can impact public health.","[[27, 42, 'Musca domestica', 'Species']]"
20515-2,The objectives of this study were to determine the presence of knockdown resistance (kdr) mutations using molecular tools and to set up a CDC bottle bioassay specific for house flies in the United Arab Emirates (UAE) to screen for deltamethrin resistance.,"[[63, 89, 'knockdown resistance (kdr)', 'Resistance_mechanism'], [190, 216, 'United Arab Emirates (UAE)', 'Location'], [231, 243, 'deltamethrin', 'Pesticides']]"
20515-3,"METHODS: Adult flies were collected from 19 locations in Abu Dhabi, UAE, and DNA was extracted, followed by PCR amplification of specific alleles (PASA) and conventional PCR using several primers to amplify regions of the VSSC gene.","[[57, 71, 'Abu Dhabi, UAE', 'Location'], [108, 152, 'PCR amplification of specific alleles (PASA)', 'Research_level'], [157, 173, 'conventional PCR', 'Research_level'], [222, 226, 'VSSC', 'Gene']]"
20515-6,"Additionally, a CDC bottle bioassay was set up for detecting deltamethrin resistance in adult house flies.","[[61, 73, 'deltamethrin', 'Pesticides']]"
20515-16,"Additionally, we detected deltamethrin resistance in these flies using a CDC bottle bioassay.","[[26, 38, 'deltamethrin', 'Pesticides']]"
20535-0,"The rice weevil, Sitophilus oryzae (Linnaeus, Coleoptera: Curculionidae), is a serious cosmopolitan pest that affects grain in storage and has developed high levels of resistance toward phosphine.","[[17, 34, 'Sitophilus oryzae', 'Species'], [186, 195, 'phosphine', 'Pesticides']]"
20535-1,"In this study, RNA-seq data was used to study the phosphine resistance mechanisms in S. oryzae.","[[15, 22, 'RNA-seq', 'Research_level'], [50, 59, 'phosphine', 'Pesticides'], [85, 94, 'S. oryzae', 'Species']]"
20535-2,"Resistant and susceptible populations of S. oryzae were identified based on phosphine bioassays conducted in 32 populations collected across Tamil Nadu, India.","[[41, 50, 'S. oryzae', 'Species'], [76, 85, 'phosphine', 'Pesticides'], [141, 158, 'Tamil Nadu, India', 'Location']]"
20535-3,"Differential expression of mitochondrial (COX1, COX2, COX3, ND2, ND3, ATP6, and ATP8) and detoxification genes (Cyps, Gsts, and Cbe) were observed in the resistant and susceptible populations of S. oryzae.","[[42, 46, 'COX1', 'Gene'], [48, 52, 'COX2', 'Gene'], [54, 58, 'COX3', 'Gene'], [60, 63, 'ND2', 'Gene'], [65, 68, 'ND3', 'Gene'], [70, 74, 'ATP6', 'Gene'], [80, 84, 'ATP8', 'Gene'], [112, 116, 'Cyps', 'Gene'], [118, 122, 'Gsts', 'Gene'], [128, 131, 'Cbe', 'Gene'], [195, 204, 'S. oryzae', 'Species']]"
20535-6,"In addition, a significant up-regulation in the expression of the antioxidant enzymes superoxide dismutase (2.5×) and catalase (2.1×) in ISO-TNAU-RT populations was recorded.","[[62, 106, 'the antioxidant enzymes superoxide dismutase', 'Gene'], [118, 126, 'catalase', 'Gene']]"
